Resolution,Traffic,K,A,T,M,ParamSweep Path,OpenCV Path,Otsu Path,SSIM OpenCV AVG,SSIM OpenCV Var,SSIM OpenCV Med,SSIM Otsu AVG,SSIM Otsu Var,SSIM Otsu Med,Frames Compared
360p,Traffic1,K3,A0.1_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.1_\T0.7\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4,0.8552,0.0211,0.8899,0.8209,0.0062,0.8427,50
360p,Traffic1,K3,A0.1_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.1_\T0.7\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4,0.8753,0.019,0.9032,0.8536,0.0032,0.8632,50
360p,Traffic1,K3,A0.1_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.1_\T0.7\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4,0.8849,0.0191,0.9159,0.8658,0.003,0.8773,50
360p,Traffic1,K3,A0.1_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.1_\T0.9\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4,0.8797,0.0185,0.905,0.8542,0.0024,0.8579,50
360p,Traffic1,K3,A0.1_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.1_\T0.9\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4,0.8868,0.0185,0.9114,0.8739,0.0017,0.8751,50
360p,Traffic1,K3,A0.1_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.1_\T0.9\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4,0.8959,0.0185,0.9175,0.8868,0.0014,0.8871,50
360p,Traffic1,K4,A0.001_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.001_\T0.5\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4,0.8456,0.0152,0.8535,0.8156,0.0031,0.8198,50
360p,Traffic1,K4,A0.001_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.001_\T0.5\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4,0.8407,0.015,0.8491,0.8289,0.0028,0.834,50
360p,Traffic1,K4,A0.001_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.001_\T0.5\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4,0.8552,0.0155,0.8647,0.8327,0.0026,0.8385,50
360p,Traffic1,K4,A0.001_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.001_\T0.7\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4,0.8768,0.017,0.8878,0.8236,0.0029,0.832,50
360p,Traffic1,K4,A0.001_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.001_\T0.7\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4,0.8693,0.0166,0.8836,0.8365,0.0026,0.8416,50
360p,Traffic1,K4,A0.001_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.001_\T0.7\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4,0.8845,0.0172,0.8974,0.8414,0.0025,0.8465,50
360p,Traffic1,K4,A0.001_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.001_\T0.9\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4,0.9114,0.0187,0.9428,0.8357,0.0032,0.8406,50
360p,Traffic1,K4,A0.001_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.001_\T0.9\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4,0.9009,0.0183,0.931,0.8482,0.0028,0.8523,50
360p,Traffic1,K4,A0.001_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.001_\T0.9\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4,0.917,0.0187,0.9453,0.8548,0.0027,0.8561,50
360p,Traffic1,K4,A0.01_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.01_\T0.5\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4,0.8897,0.0184,0.9136,0.8144,0.005,0.822,50
360p,Traffic1,K4,A0.01_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.01_\T0.5\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4,0.8974,0.0183,0.9251,0.8374,0.0038,0.8409,50
360p,Traffic1,K4,A0.01_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.01_\T0.5\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4,0.9051,0.0185,0.9288,0.8437,0.0037,0.8457,50
360p,Traffic1,K4,A0.01_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.01_\T0.7\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4,0.9062,0.0183,0.931,0.8255,0.0042,0.8312,50
360p,Traffic1,K4,A0.01_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.01_\T0.7\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4,0.9082,0.0182,0.9309,0.8455,0.0032,0.8451,50
360p,Traffic1,K4,A0.01_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.01_\T0.7\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4,0.9192,0.0184,0.9414,0.8529,0.0031,0.8517,50
360p,Traffic1,K4,A0.01_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.01_\T0.9\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4,0.915,0.0185,0.9351,0.8513,0.0027,0.8545,50
360p,Traffic1,K4,A0.01_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.01_\T0.9\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4,0.9091,0.0183,0.934,0.8665,0.0021,0.8719,50
360p,Traffic1,K4,A0.01_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.01_\T0.9\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4,0.9248,0.0185,0.9447,0.8769,0.0019,0.8807,50
360p,Traffic1,K4,A0.1_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.1_\T0.5\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4,0.8158,0.0255,0.869,0.7798,0.0118,0.8135,50
360p,Traffic1,K4,A0.1_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.1_\T0.5\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4,0.8572,0.0206,0.8947,0.8329,0.0055,0.852,50
360p,Traffic1,K4,A0.1_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.1_\T0.5\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4,0.8671,0.0207,0.9051,0.8447,0.0054,0.865,50
360p,Traffic1,K4,A0.1_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.1_\T0.7\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4,0.8495,0.0211,0.8871,0.8226,0.006,0.8446,50
360p,Traffic1,K4,A0.1_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.1_\T0.7\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4,0.8699,0.0191,0.8971,0.856,0.0031,0.8657,50
360p,Traffic1,K4,A0.1_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.1_\T0.7\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4,0.8797,0.0192,0.9104,0.869,0.0029,0.8803,50
360p,Traffic1,K4,A0.1_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.1_\T0.9\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4,0.8776,0.0185,0.9032,0.8554,0.0023,0.8602,50
360p,Traffic1,K4,A0.1_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.1_\T0.9\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4,0.885,0.0186,0.9106,0.8748,0.0017,0.8759,50
360p,Traffic1,K4,A0.1_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.1_\T0.9\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4,0.8939,0.0186,0.9156,0.8882,0.0014,0.8892,50
480p,Traffic1,K2,A0.001_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.001_\T0.5\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic1\Traffic1-Mask.mp4,0.8252,0.0147,0.8454,0.8222,0.0031,0.8274,50
480p,Traffic1,K2,A0.001_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.001_\T0.5\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic1\Traffic1-Mask.mp4,0.8236,0.0148,0.8459,0.8346,0.0027,0.8428,50
480p,Traffic1,K2,A0.001_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.001_\T0.5\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic1\Traffic1-Mask.mp4,0.8352,0.015,0.8542,0.8365,0.0027,0.8441,50
480p,Traffic1,K2,A0.001_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.001_\T0.7\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic1\Traffic1-Mask.mp4,0.8285,0.0149,0.8486,0.8234,0.0031,0.83,50
480p,Traffic1,K2,A0.001_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.001_\T0.7\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic1\Traffic1-Mask.mp4,0.8267,0.0149,0.8479,0.8361,0.0027,0.8431,50
480p,Traffic1,K2,A0.001_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.001_\T0.7\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic1\Traffic1-Mask.mp4,0.8383,0.0151,0.8592,0.8381,0.0027,0.8447,50
480p,Traffic1,K2,A0.001_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.001_\T0.9\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic1\Traffic1-Mask.mp4,0.8528,0.0162,0.8747,0.8298,0.0032,0.8374,50
480p,Traffic1,K2,A0.001_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.001_\T0.9\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic1\Traffic1-Mask.mp4,0.8539,0.0164,0.8767,0.8443,0.0028,0.8522,50
480p,Traffic1,K2,A0.001_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.001_\T0.9\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic1\Traffic1-Mask.mp4,0.8657,0.0166,0.8902,0.8471,0.0027,0.8555,50
480p,Traffic1,K2,A0.01_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.01_\T0.5\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic1\Traffic1-Mask.mp4,0.883,0.0184,0.9089,0.8177,0.0051,0.825,50
480p,Traffic1,K2,A0.01_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.01_\T0.5\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic1\Traffic1-Mask.mp4,0.8946,0.0183,0.9177,0.8408,0.0038,0.8437,50
480p,Traffic1,K2,A0.01_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.01_\T0.5\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic1\Traffic1-Mask.mp4,0.9009,0.0185,0.925,0.8452,0.0038,0.8487,50
480p,Traffic1,K2,A0.01_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.01_\T0.7\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic1\Traffic1-Mask.mp4,0.895,0.0184,0.9198,0.8244,0.0047,0.8281,50
480p,Traffic1,K2,A0.01_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.01_\T0.7\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic1\Traffic1-Mask.mp4,0.9037,0.0183,0.9299,0.8453,0.0035,0.8478,50
480p,Traffic1,K2,A0.01_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.01_\T0.7\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic1\Traffic1-Mask.mp4,0.9101,0.0185,0.9374,0.85,0.0034,0.8523,50
480p,Traffic1,K2,A0.01_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.01_\T0.9\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic1\Traffic1-Mask.mp4,0.9145,0.0183,0.9352,0.8428,0.0032,0.8419,50
480p,Traffic1,K2,A0.01_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.01_\T0.9\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic1\Traffic1-Mask.mp4,0.9158,0.0182,0.9386,0.8579,0.0026,0.8566,50
480p,Traffic1,K2,A0.01_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.01_\T0.9\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic1\Traffic1-Mask.mp4,0.9247,0.0183,0.9451,0.8635,0.0025,0.8625,50
480p,Traffic1,K2,A0.1_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.1_\T0.5\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic1\Traffic1-Mask.mp4,0.824,0.0286,0.8769,0.776,0.0151,0.8196,50
480p,Traffic1,K2,A0.1_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.1_\T0.5\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic1\Traffic1-Mask.mp4,0.8685,0.0217,0.9116,0.8284,0.007,0.8486,50
480p,Traffic1,K2,A0.1_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.1_\T0.5\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic1\Traffic1-Mask.mp4,0.8764,0.0218,0.9198,0.8358,0.0069,0.8574,50
480p,Traffic1,K2,A0.1_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.1_\T0.7\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic1\Traffic1-Mask.mp4,0.8683,0.0226,0.9097,0.8252,0.0073,0.8491,50
480p,Traffic1,K2,A0.1_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.1_\T0.7\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic1\Traffic1-Mask.mp4,0.8885,0.0193,0.9206,0.8546,0.0035,0.8685,50
480p,Traffic1,K2,A0.1_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.1_\T0.7\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic1\Traffic1-Mask.mp4,0.8966,0.0194,0.9272,0.8628,0.0034,0.8749,50
480p,Traffic1,K2,A0.1_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.1_\T0.9\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic1\Traffic1-Mask.mp4,0.8847,0.0186,0.9121,0.8562,0.0024,0.8608,50
480p,Traffic1,K2,A0.1_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.1_\T0.9\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic1\Traffic1-Mask.mp4,0.8924,0.0185,0.9162,0.8749,0.0017,0.877,50
480p,Traffic1,K2,A0.1_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K2\A0.1_\T0.9\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic1\Traffic1-Mask.mp4,0.9004,0.0185,0.9255,0.8843,0.0015,0.8858,50
480p,Traffic1,K3,A0.001_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K3\A0.001_\T0.5\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic1\Traffic1-Mask.mp4,0.8499,0.0153,0.8604,0.825,0.0029,0.8293,50
480p,Traffic1,K3,A0.001_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K3\A0.001_\T0.5\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic1\Traffic1-Mask.mp4,0.8482,0.0152,0.8576,0.8379,0.0025,0.8435,50
480p,Traffic1,K3,A0.001_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K3\A0.001_\T0.5\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic1\Traffic1-Mask.mp4,0.8603,0.0156,0.8707,0.8402,0.0024,0.8451,50
480p,Traffic1,K3,A0.001_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K3\A0.001_\T0.7\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic1\Traffic1-Mask.mp4,0.88,0.0169,0.8943,0.8322,0.0027,0.84,50
480p,Traffic1,K3,A0.001_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic1\K3\A0.001_\T0.7\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic1\Traffic1-Mask.mp4,0.8761,0.0168,0.8914,0.8448,0.0023,0.8506,50
