Parameter,Resolution,Video,Average FPS,Total Gaussian Time,Total Tracking Time,Total Processing Time
Thresh-0.3,1080p,Traffic1,2.286132893713617,524.2405382837751,54.0490364847937,729.8685908956686
Thresh-0.3,1080p,Traffic2,2.153018953236876,843.6128070277628,271.7074678710196,1386.920912209258
Thresh-0.3,1080p,Traffic3,1.9282279067502448,283.877712416288,96.73868717550067,471.3740064681042
Thresh-0.3,1080p,Traffic4,2.251816007671564,154.66731418069685,41.83453203871612,249.13890154025285
Thresh-0.3,1080p,Traffic5,2.2936598870218377,533.3239667532034,82.31936680752545,765.4656269577099
Thresh-0.3,120p,Traffic1,218.79745978828097,5.871681367105278,0.6426547316950142,10.362332956341504
Thresh-0.3,120p,Traffic2,205.0134040586929,9.491324281319883,1.648322315420865,17.920938248978835
Thresh-0.3,120p,Traffic3,199.25230790009442,2.9302768537308768,0.3991619754233127,5.538887615082759
Thresh-0.3,120p,Traffic4,191.47169407418502,1.967349086946324,0.39364483300594794,3.8386770401266226
Thresh-0.3,120p,Traffic5,228.70463387890769,5.419289081240944,0.7731732187675631,9.296481911151144
Thresh-0.3,1440p,Traffic1,1.2691665074655805,943.719315655937,117.08208352385549,1321.9416372242267
Thresh-0.3,1440p,Traffic2,1.3813026908191763,1315.462530540186,778.2641114342841,2528.2510338475113
Thresh-0.3,1440p,Traffic3,1.0641303849699988,508.5397064755671,206.2987167542451,871.1723591732443
Thresh-0.3,1440p,Traffic4,1.228072393996342,283.72584712400567,89.3928746203892,468.71974765113555
Thresh-0.3,1440p,Traffic5,1.2693808884933757,963.1628999737441,286.8065008177073,1514.091019024956
Thresh-0.3,2160p,Traffic1,0.6611217788742375,1818.244533596153,413.28053736075526,2784.220624169742
Thresh-0.3,2160p,Traffic2,0.7333221499659542,2466.8349832134554,2815.398458266165,5962.7387953743455
Thresh-0.3,2160p,Traffic3,0.5716917515075162,924.4486064357334,565.7797128375969,1800.002343132277
Thresh-0.3,2160p,Traffic4,0.52746621555923,660.4478999384446,290.1609574968461,1180.5738399300608
Thresh-0.3,2160p,Traffic5,0.6739055915658262,1819.964633164811,1142.9199647149653,3496.896557819855
Thresh-0.3,240p,Traffic1,41.500836215408334,30.25505851185875,2.6508966394466693,44.00803483562771
Thresh-0.3,240p,Traffic2,39.83601504037774,48.40379145491161,6.237032512552014,72.80009930790393
Thresh-0.3,240p,Traffic3,39.15682036809474,14.397261093021346,2.457820411247642,22.887896330328637
Thresh-0.3,240p,Traffic4,37.76282191977394,9.855489393055887,2.104007022804563,16.341384031809852
Thresh-0.3,240p,Traffic5,40.11886837678457,33.048278888454604,2.517867293208777,47.339396376279126
Thresh-0.3,360p,Traffic1,18.12695163751975,69.89787388546387,5.905113579763504,97.02857520611718
Thresh-0.3,360p,Traffic2,17.240097847371707,111.52227099402799,14.165130252484143,160.1995016401633
Thresh-0.3,360p,Traffic3,18.127848502845406,29.984363431285576,5.991725919768188,46.572533406200805
Thresh-0.3,360p,Traffic4,17.015169632786108,21.683284006954622,4.574617814330834,34.26253950397948
Thresh-0.3,360p,Traffic5,17.750738334502227,73.98120796628058,5.724456682684771,101.75209091516439
Thresh-0.3,480p,Traffic1,10.179772833134951,124.01665635133389,10.158288829028546,173.9855411596945
Thresh-0.3,480p,Traffic2,10.032086755256081,188.0406360359629,26.15255188819711,277.7788738210802
Thresh-0.3,480p,Traffic3,9.880866792302518,55.265902593208,13.103848985221678,89.01834967691684
Thresh-0.3,480p,Traffic4,9.509221746236449,38.1745345412637,8.41382916824658,62.07321647153003
Thresh-0.3,480p,Traffic5,10.42679352190664,122.05454894632561,9.903659058967545,168.7117616713512
Thresh-0.3,720p,Traffic1,5.254409705583606,227.8281177232857,19.59096616605524,312.55577667738544
Thresh-0.3,720p,Traffic2,4.37137458608334,434.558494311932,81.61925003951174,650.1817444780609
Thresh-0.3,720p,Traffic3,4.2592180631184435,131.24782825622242,36.8345261774957,216.60154427890666
Thresh-0.3,720p,Traffic4,5.001659345164209,69.95358511403902,16.40172377065754,111.41650811576983
Thresh-0.3,720p,Traffic5,5.2800761273892824,231.34644794510677,23.34707559528755,318.83303542638896
Thresh-0.5,1080p,Traffic1,2.302214289728822,520.8238771279575,51.40419697319152,720.195757882786
Thresh-0.5,1080p,Traffic2,2.1588895162873025,840.3095992916496,254.06469746847867,1360.900051191973
Thresh-0.5,1080p,Traffic3,1.8505569492992708,297.5555412126705,99.80077395861736,488.6962682699668
Thresh-0.5,1080p,Traffic4,2.235535751945546,155.8053038949729,42.21365723555208,251.3012564057135
Thresh-0.5,1080p,Traffic5,2.301983471908,531.4235197240487,75.0910431859665,752.1422365214676
Thresh-0.5,120p,Traffic1,206.56868616304726,6.226036040985433,0.6422177743515356,11.738975837419218
Thresh-0.5,120p,Traffic2,213.1157767883218,9.071620283997529,1.6870639449333813,17.065336440340523
Thresh-0.5,120p,Traffic3,205.4358387550287,2.7634490519412527,0.3474587737000294,5.160060895956094
Thresh-0.5,120p,Traffic4,182.17318772950222,2.119198998087068,0.3957485881983127,4.269363936386054
Thresh-0.5,120p,Traffic5,222.12947458715945,5.796949196897852,0.7030163718154048,10.325067227240591
Thresh-0.5,1440p,Traffic1,1.3341145845893152,899.8047100326512,110.77403310773656,1287.4621453850996
Thresh-0.5,1440p,Traffic2,1.487879710474722,1229.2689020874677,668.2110937143443,2291.4850434752298
Thresh-0.5,1440p,Traffic3,1.073985703504953,506.43280392541783,206.89399840467377,864.6731211813749
Thresh-0.5,1440p,Traffic4,1.2320285001722522,282.677236641699,89.25021531881066,466.4187177970307
Thresh-0.5,1440p,Traffic5,1.3765029310216144,890.1424921574071,234.18849950406,1387.0141173753655
Thresh-0.5,2160p,Traffic1,0.6974202072673781,1721.9111621601623,338.6063847860205,2540.5444750764873
Thresh-0.5,2160p,Traffic2,0.8325712702712913,2165.7539295539027,2162.031767874141,4918.660242235172
Thresh-0.5,2160p,Traffic3,0.6055559644253028,874.8624824002618,555.7880122164497,1720.8068823276553
Thresh-0.5,2160p,Traffic4,0.5430347020570635,641.6176728741848,284.69388189387973,1156.2827049019397
Thresh-0.5,2160p,Traffic5,0.7679896020485261,1597.6732538178912,828.5338262573932,2885.704649808409
Thresh-0.5,240p,Traffic1,38.552260395566215,33.654024386662,2.6821767839718946,48.60625152365532
Thresh-0.5,240p,Traffic2,38.01729496454615,52.48680700064861,6.628716506122057,79.32511641795273
Thresh-0.5,240p,Traffic3,35.95746513467161,16.376657174783738,2.7639808974927034,26.13827083283102
Thresh-0.5,240p,Traffic4,37.82356548403815,9.727000165206828,1.970856427738891,15.948982173751558
Thresh-0.5,240p,Traffic5,35.653276452319616,38.34417647670483,2.61182163772167,54.17882231535617
Thresh-0.5,360p,Traffic1,18.375137584139694,67.57871925231296,5.304010730469541,91.72576700540952
Thresh-0.5,360p,Traffic2,17.735551931076262,107.4344456131802,12.924000640690704,152.506967435067
Thresh-0.5,360p,Traffic3,16.48068269554023,34.736478911538114,6.830256739456647,53.139232532936134
Thresh-0.5,360p,Traffic4,16.40374863082702,22.608492629835368,4.567138396901993,35.778392919630264
Thresh-0.5,360p,Traffic5,19.022454899391914,66.36912402539741,4.607292033848292,89.2340747712878
Thresh-0.5,480p,Traffic1,10.032917399193856,126.63240247394418,10.305631384195234,176.85400081804252
Thresh-0.5,480p,Traffic2,9.85583752686243,193.05349150474643,25.34819262544616,281.4153048201697
Thresh-0.5,480p,Traffic3,9.403779224676555,59.911417290393715,13.678114160196829,95.18346553482115
Thresh-0.5,480p,Traffic4,9.557876492382626,38.782772716600434,8.511697812646144,62.619895290583365
Thresh-0.5,480p,Traffic5,10.599978875492917,118.65128545911278,8.606242435809632,161.38072186964558
Thresh-0.5,720p,Traffic1,5.289626605114747,226.31205659586703,18.677202162332772,308.3223696798668
Thresh-0.5,720p,Traffic2,4.297508024867118,444.14960303058615,76.88228800002244,656.2642726892955
Thresh-0.5,720p,Traffic3,4.041523468193023,141.53960666869534,38.51496850402326,227.09580381936394
Thresh-0.5,720p,Traffic4,4.9504582122172645,70.40988318336895,16.60617127397562,112.13079483469483
Thresh-0.5,720p,Traffic5,5.329182393683425,229.0828380152234,20.877368677931315,312.1166311617126
Thresh-0.7,1080p,Traffic1,2.2351569334353854,537.0575255985023,50.09512898436509,742.1503493571072
Thresh-0.7,1080p,Traffic2,2.232575558410082,813.8764660581946,218.08166598185193,1308.2384893140406
Thresh-0.7,1080p,Traffic3,1.8612923593230692,297.19492341863224,115.3227396401926,506.52393577765906
Thresh-0.7,1080p,Traffic4,2.2065628435272364,158.0556692618993,44.15002686629303,256.28569095552666
Thresh-0.7,1080p,Traffic5,2.23833105346872,547.6952539931517,62.85887898242794,765.4978280540672
