Resolution,Traffic,K,A,T,M,ParamSweep Path,OpenCV Path,Otsu Path,SSIM OpenCV AVG,SSIM OpenCV Var,SSIM OpenCV Med,SSIM Otsu AVG,SSIM Otsu Var,SSIM Otsu Med,Frames Compared
480p,Traffic4,K2,A0.01_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.01_\T0.5\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.2424,0.0097,0.2362,0.2839,0.0184,0.2443,50
480p,Traffic4,K2,A0.01_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.01_\T0.5\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.2455,0.0097,0.2389,0.285,0.0184,0.2481,50
480p,Traffic4,K2,A0.01_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.01_\T0.7\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.1856,0.0032,0.1813,0.1931,0.0154,0.1721,50
480p,Traffic4,K2,A0.01_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.01_\T0.7\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.2826,0.0081,0.2728,0.3018,0.0171,0.2658,50
480p,Traffic4,K2,A0.01_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.01_\T0.7\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.2869,0.008,0.2768,0.3055,0.0168,0.2677,50
480p,Traffic4,K2,A0.01_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.01_\T0.9\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.2725,0.0029,0.2644,0.2212,0.0143,0.1972,50
480p,Traffic4,K2,A0.01_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.01_\T0.9\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.4658,0.0111,0.4772,0.4065,0.0162,0.3913,50
480p,Traffic4,K2,A0.01_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.01_\T0.9\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.4846,0.0109,0.5018,0.4258,0.0158,0.4138,50
480p,Traffic4,K2,A0.1_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.1_\T0.5\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.5087,0.0194,0.5247,0.4381,0.0141,0.4359,50
480p,Traffic4,K2,A0.1_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.1_\T0.5\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.6749,0.0242,0.6818,0.5982,0.0131,0.5776,50
480p,Traffic4,K2,A0.1_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.1_\T0.5\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.7409,0.0235,0.7579,0.6541,0.0115,0.6367,50
480p,Traffic4,K2,A0.1_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.1_\T0.7\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.5509,0.0247,0.561,0.4854,0.0157,0.4761,50
480p,Traffic4,K2,A0.1_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.1_\T0.7\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.6901,0.0266,0.6907,0.6149,0.0136,0.587,50
480p,Traffic4,K2,A0.1_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.1_\T0.7\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.7605,0.0256,0.7694,0.6741,0.0119,0.6515,50
480p,Traffic4,K2,A0.1_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.1_\T0.9\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.5758,0.0304,0.5733,0.5386,0.0155,0.512,50
480p,Traffic4,K2,A0.1_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.1_\T0.9\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.701,0.0268,0.6963,0.6316,0.0127,0.597,50
480p,Traffic4,K2,A0.1_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K2\A0.1_\T0.9\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.7746,0.0255,0.7777,0.6947,0.0106,0.6647,50
480p,Traffic4,K3,A0.001_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.001_\T0.5\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.0945,0.0032,0.0862,0.1437,0.0176,0.1199,50
480p,Traffic4,K3,A0.001_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.001_\T0.5\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.1504,0.0133,0.1228,0.2089,0.0242,0.1547,50
480p,Traffic4,K3,A0.001_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.001_\T0.5\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.148,0.0136,0.1182,0.2044,0.0246,0.1502,50
480p,Traffic4,K3,A0.001_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.001_\T0.7\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.0945,0.0032,0.0862,0.1437,0.0176,0.1199,50
480p,Traffic4,K3,A0.001_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.001_\T0.7\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.1504,0.0133,0.1228,0.2089,0.0242,0.1547,50
480p,Traffic4,K3,A0.001_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.001_\T0.7\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.148,0.0136,0.1182,0.2044,0.0246,0.1502,50
480p,Traffic4,K3,A0.001_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.001_\T0.9\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.117,0.0037,0.1007,0.1555,0.0172,0.1324,50
480p,Traffic4,K3,A0.001_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.001_\T0.9\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.1908,0.0116,0.1759,0.2361,0.0216,0.1994,50
480p,Traffic4,K3,A0.001_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.001_\T0.9\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.1901,0.0117,0.1758,0.2351,0.0217,0.2005,50
480p,Traffic4,K3,A0.01_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.01_\T0.5\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.2198,0.0064,0.23,0.1954,0.0153,0.1751,50
480p,Traffic4,K3,A0.01_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.01_\T0.5\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.3324,0.0106,0.3589,0.3158,0.0161,0.2837,50
480p,Traffic4,K3,A0.01_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.01_\T0.5\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.3395,0.0109,0.3668,0.3233,0.0158,0.2953,50
480p,Traffic4,K3,A0.01_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.01_\T0.7\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.2881,0.0071,0.3219,0.2195,0.0142,0.2014,50
480p,Traffic4,K3,A0.01_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.01_\T0.7\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.437,0.0089,0.4533,0.3731,0.013,0.352,50
480p,Traffic4,K3,A0.01_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.01_\T0.7\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.4545,0.0098,0.483,0.3897,0.0122,0.3647,50
480p,Traffic4,K3,A0.01_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.01_\T0.9\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.3985,0.005,0.4,0.2887,0.0125,0.2717,50
480p,Traffic4,K3,A0.01_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.01_\T0.9\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.5993,0.0143,0.6187,0.4933,0.0151,0.4803,50
480p,Traffic4,K3,A0.01_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.01_\T0.9\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.6384,0.014,0.6684,0.5271,0.0144,0.5175,50
480p,Traffic4,K3,A0.1_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.1_\T0.5\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.5466,0.0254,0.5541,0.4888,0.014,0.4781,50
480p,Traffic4,K3,A0.1_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.1_\T0.5\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.693,0.0261,0.6921,0.6208,0.0123,0.5911,50
480p,Traffic4,K3,A0.1_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.1_\T0.5\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.7654,0.0252,0.7738,0.6818,0.0105,0.6577,50
480p,Traffic4,K3,A0.1_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.1_\T0.7\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.5722,0.0293,0.5723,0.5286,0.0155,0.5064,50
480p,Traffic4,K3,A0.1_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.1_\T0.7\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.7007,0.0269,0.6962,0.6307,0.0127,0.5971,50
480p,Traffic4,K3,A0.1_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.1_\T0.7\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.7744,0.0257,0.7777,0.6935,0.0107,0.6654,50
480p,Traffic4,K3,A0.1_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.1_\T0.9\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.5798,0.0307,0.5752,0.5462,0.0149,0.5176,50
480p,Traffic4,K3,A0.1_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.1_\T0.9\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.7013,0.0269,0.6961,0.6323,0.0127,0.5973,50
480p,Traffic4,K3,A0.1_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K3\A0.1_\T0.9\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.775,0.0256,0.7777,0.6958,0.0106,0.666,50
480p,Traffic4,K4,A0.001_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K4\A0.001_\T0.5\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.0945,0.0032,0.0862,0.1437,0.0176,0.1199,50
480p,Traffic4,K4,A0.001_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K4\A0.001_\T0.5\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.1504,0.0133,0.1228,0.2089,0.0242,0.1547,50
480p,Traffic4,K4,A0.001_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K4\A0.001_\T0.5\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.148,0.0136,0.1182,0.2044,0.0246,0.1502,50
480p,Traffic4,K4,A0.001_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K4\A0.001_\T0.7\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.0945,0.0032,0.0862,0.1437,0.0176,0.1199,50
480p,Traffic4,K4,A0.001_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K4\A0.001_\T0.7\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.1504,0.0133,0.1228,0.2089,0.0242,0.1547,50
480p,Traffic4,K4,A0.001_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K4\A0.001_\T0.7\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.148,0.0136,0.1182,0.2044,0.0246,0.1502,50
480p,Traffic4,K4,A0.001_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K4\A0.001_\T0.9\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.1362,0.0046,0.1253,0.1589,0.0171,0.1375,50
480p,Traffic4,K4,A0.001_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K4\A0.001_\T0.9\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.2291,0.0118,0.2367,0.2534,0.0202,0.2252,50
480p,Traffic4,K4,A0.001_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K4\A0.001_\T0.9\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.2295,0.0119,0.2366,0.2553,0.0204,0.2331,50
480p,Traffic4,K4,A0.01_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K4\A0.01_\T0.5\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.2597,0.0099,0.2915,0.2022,0.0151,0.1815,50
480p,Traffic4,K4,A0.01_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K4\A0.01_\T0.5\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.3934,0.014,0.4404,0.3429,0.0146,0.3204,50
480p,Traffic4,K4,A0.01_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K4\A0.01_\T0.5\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.4083,0.0156,0.4624,0.3561,0.0143,0.3401,50
480p,Traffic4,K4,A0.01_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K4\A0.01_\T0.7\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.3419,0.011,0.3951,0.236,0.0137,0.2231,50
480p,Traffic4,K4,A0.01_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K4\A0.01_\T0.7\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.5062,0.0115,0.5211,0.4131,0.0115,0.3884,50
480p,Traffic4,K4,A0.01_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K4\A0.01_\T0.7\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.5358,0.0138,0.5718,0.4365,0.0107,0.418,50
480p,Traffic4,K4,A0.01_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K4\A0.01_\T0.9\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.4845,0.008,0.4991,0.345,0.0111,0.3326,50
480p,Traffic4,K4,A0.01_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K4\A0.01_\T0.9\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.6574,0.017,0.6639,0.5416,0.0141,0.5234,50
480p,Traffic4,K4,A0.01_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K4\A0.01_\T0.9\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.7123,0.0166,0.7296,0.5862,0.0133,0.5693,50
480p,Traffic4,K4,A0.1_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K4\A0.1_\T0.5\M3\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\480p\Traffic4\Traffic4-Mask.mp4,0.5566,0.0272,0.5628,0.5076,0.014,0.4954,50
480p,Traffic4,K4,A0.1_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K4\A0.1_\T0.5\M4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\480p\Traffic4\Traffic4-Mask.mp4,0.6982,0.0265,0.6951,0.6278,0.0124,0.5948,50
480p,Traffic4,K4,A0.1_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\480p\Traffic4\K4\A0.1_\T0.5\M5\Traffic4-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\480p\Traffic4\Traffic4-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\480p\Traffic4\Traffic4-Mask.mp4,0.772,0.0254,0.7768,0.6906,0.0104,0.6626,50
