Resolution,Traffic,K,A,T,M,ParamSweep Path,OpenCV Path,Otsu Path,SSIM OpenCV AVG,SSIM OpenCV Var,SSIM OpenCV Med,SSIM Otsu AVG,SSIM Otsu Var,SSIM Otsu Med,Frames Compared
120p,Traffic5,K2,A0.1_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K2\A0.1_\T0.9\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\120p\Traffic5\Traffic5-Mask.mp4,0.9407,0.0371,0.9812,0.8559,0.0015,0.8443,25
120p,Traffic5,K2,A0.1_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K2\A0.1_\T0.9\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\120p\Traffic5\Traffic5-Mask.mp4,0.9524,0.0379,0.9928,0.9164,0.0007,0.912,25
120p,Traffic5,K3,A0.001_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.001_\T0.5\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\120p\Traffic5\Traffic5-Mask.mp4,0.6371,0.0368,0.5477,0.6553,0.0097,0.6322,25
120p,Traffic5,K3,A0.001_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.001_\T0.5\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\120p\Traffic5\Traffic5-Mask.mp4,0.696,0.0341,0.6544,0.7069,0.0078,0.6986,25
120p,Traffic5,K3,A0.001_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.001_\T0.5\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\120p\Traffic5\Traffic5-Mask.mp4,0.6967,0.0343,0.6507,0.7179,0.0109,0.696,25
120p,Traffic5,K3,A0.001_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.001_\T0.7\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\120p\Traffic5\Traffic5-Mask.mp4,0.7254,0.0431,0.8503,0.6934,0.0088,0.7129,25
120p,Traffic5,K3,A0.001_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.001_\T0.7\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\120p\Traffic5\Traffic5-Mask.mp4,0.77,0.0396,0.8744,0.7439,0.0071,0.7656,25
120p,Traffic5,K3,A0.001_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.001_\T0.7\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\120p\Traffic5\Traffic5-Mask.mp4,0.7711,0.0399,0.879,0.7703,0.0101,0.8089,25
120p,Traffic5,K3,A0.001_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.001_\T0.9\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\120p\Traffic5\Traffic5-Mask.mp4,0.8091,0.0369,0.8767,0.7368,0.0052,0.7367,25
120p,Traffic5,K3,A0.001_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.001_\T0.9\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\120p\Traffic5\Traffic5-Mask.mp4,0.8489,0.0359,0.9116,0.7897,0.0036,0.7904,25
120p,Traffic5,K3,A0.001_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.001_\T0.9\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\120p\Traffic5\Traffic5-Mask.mp4,0.8499,0.036,0.9124,0.8301,0.0041,0.8406,25
120p,Traffic5,K3,A0.01_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.01_\T0.5\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\120p\Traffic5\Traffic5-Mask.mp4,0.832,0.0389,0.9137,0.74,0.0076,0.7649,25
120p,Traffic5,K3,A0.01_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.01_\T0.5\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\120p\Traffic5\Traffic5-Mask.mp4,0.8941,0.0371,0.951,0.8132,0.0027,0.8168,25
120p,Traffic5,K3,A0.01_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.01_\T0.5\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\120p\Traffic5\Traffic5-Mask.mp4,0.8975,0.0373,0.9534,0.8656,0.0024,0.8697,25
120p,Traffic5,K3,A0.01_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.01_\T0.7\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\120p\Traffic5\Traffic5-Mask.mp4,0.865,0.0372,0.934,0.7629,0.0048,0.7708,25
120p,Traffic5,K3,A0.01_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.01_\T0.7\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\120p\Traffic5\Traffic5-Mask.mp4,0.9124,0.0364,0.9607,0.8247,0.0018,0.8214,25
120p,Traffic5,K3,A0.01_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.01_\T0.7\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\120p\Traffic5\Traffic5-Mask.mp4,0.9168,0.0367,0.9652,0.88,0.0013,0.8812,25
120p,Traffic5,K3,A0.01_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.01_\T0.9\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\120p\Traffic5\Traffic5-Mask.mp4,0.9005,0.0358,0.9576,0.7867,0.0029,0.7861,25
120p,Traffic5,K3,A0.01_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.01_\T0.9\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\120p\Traffic5\Traffic5-Mask.mp4,0.9333,0.0368,0.9765,0.8418,0.0015,0.8378,25
120p,Traffic5,K3,A0.01_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.01_\T0.9\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\120p\Traffic5\Traffic5-Mask.mp4,0.9413,0.0373,0.9848,0.9016,0.0007,0.8991,25
120p,Traffic5,K3,A0.1_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.1_\T0.5\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\120p\Traffic5\Traffic5-Mask.mp4,0.8575,0.048,0.9384,0.7654,0.0121,0.7825,25
120p,Traffic5,K3,A0.1_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.1_\T0.5\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\120p\Traffic5\Traffic5-Mask.mp4,0.9096,0.0411,0.9702,0.8301,0.0055,0.8324,25
120p,Traffic5,K3,A0.1_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.1_\T0.5\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\120p\Traffic5\Traffic5-Mask.mp4,0.9212,0.0421,0.9815,0.8881,0.0057,0.8984,25
120p,Traffic5,K3,A0.1_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.1_\T0.7\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\120p\Traffic5\Traffic5-Mask.mp4,0.9034,0.035,0.9529,0.8044,0.0019,0.7933,25
120p,Traffic5,K3,A0.1_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.1_\T0.7\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\120p\Traffic5\Traffic5-Mask.mp4,0.9348,0.0367,0.976,0.8508,0.0016,0.8387,25
120p,Traffic5,K3,A0.1_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.1_\T0.7\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\120p\Traffic5\Traffic5-Mask.mp4,0.946,0.0375,0.9905,0.9112,0.0008,0.904,25
120p,Traffic5,K3,A0.1_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.1_\T0.9\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\120p\Traffic5\Traffic5-Mask.mp4,0.9176,0.0356,0.9618,0.8182,0.0018,0.8109,25
120p,Traffic5,K3,A0.1_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.1_\T0.9\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\120p\Traffic5\Traffic5-Mask.mp4,0.9408,0.0371,0.9812,0.8567,0.0015,0.8443,25
120p,Traffic5,K3,A0.1_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K3\A0.1_\T0.9\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\120p\Traffic5\Traffic5-Mask.mp4,0.9522,0.0379,0.9928,0.9174,0.0007,0.9125,25
120p,Traffic5,K4,A0.001_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.001_\T0.5\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\120p\Traffic5\Traffic5-Mask.mp4,0.643,0.0387,0.5482,0.6581,0.01,0.6365,25
120p,Traffic5,K4,A0.001_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.001_\T0.5\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\120p\Traffic5\Traffic5-Mask.mp4,0.7014,0.0357,0.6544,0.7097,0.008,0.7017,25
120p,Traffic5,K4,A0.001_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.001_\T0.5\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\120p\Traffic5\Traffic5-Mask.mp4,0.7022,0.036,0.6507,0.7222,0.0115,0.7004,25
120p,Traffic5,K4,A0.001_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.001_\T0.7\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\120p\Traffic5\Traffic5-Mask.mp4,0.7346,0.0445,0.8588,0.6993,0.0088,0.7205,25
120p,Traffic5,K4,A0.001_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.001_\T0.7\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\120p\Traffic5\Traffic5-Mask.mp4,0.7792,0.0412,0.8857,0.7498,0.0073,0.7714,25
120p,Traffic5,K4,A0.001_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.001_\T0.7\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\120p\Traffic5\Traffic5-Mask.mp4,0.7803,0.0415,0.8868,0.7771,0.0105,0.8186,25
120p,Traffic5,K4,A0.001_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.001_\T0.9\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\120p\Traffic5\Traffic5-Mask.mp4,0.8209,0.0377,0.89,0.7447,0.0051,0.7449,25
120p,Traffic5,K4,A0.001_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.001_\T0.9\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\120p\Traffic5\Traffic5-Mask.mp4,0.8634,0.0371,0.9236,0.7978,0.0035,0.7989,25
120p,Traffic5,K4,A0.001_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.001_\T0.9\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\120p\Traffic5\Traffic5-Mask.mp4,0.8646,0.0372,0.9224,0.841,0.004,0.8514,25
120p,Traffic5,K4,A0.01_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.01_\T0.5\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\120p\Traffic5\Traffic5-Mask.mp4,0.8405,0.0387,0.935,0.7429,0.0073,0.7682,25
120p,Traffic5,K4,A0.01_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.01_\T0.5\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\120p\Traffic5\Traffic5-Mask.mp4,0.9009,0.0376,0.9572,0.8174,0.0026,0.8247,25
120p,Traffic5,K4,A0.01_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.01_\T0.5\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\120p\Traffic5\Traffic5-Mask.mp4,0.9063,0.038,0.9645,0.8715,0.0025,0.8795,25
120p,Traffic5,K4,A0.01_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.01_\T0.7\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\120p\Traffic5\Traffic5-Mask.mp4,0.876,0.0374,0.9476,0.7677,0.0046,0.7753,25
120p,Traffic5,K4,A0.01_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.01_\T0.7\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\120p\Traffic5\Traffic5-Mask.mp4,0.9199,0.0367,0.9695,0.8306,0.0017,0.8275,25
120p,Traffic5,K4,A0.01_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.01_\T0.7\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\120p\Traffic5\Traffic5-Mask.mp4,0.9265,0.0371,0.9774,0.8884,0.0011,0.8924,25
120p,Traffic5,K4,A0.01_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.01_\T0.9\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\120p\Traffic5\Traffic5-Mask.mp4,0.9062,0.036,0.9627,0.7912,0.0028,0.7914,25
120p,Traffic5,K4,A0.01_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.01_\T0.9\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\120p\Traffic5\Traffic5-Mask.mp4,0.9362,0.0369,0.9812,0.8457,0.0015,0.8398,25
120p,Traffic5,K4,A0.01_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.01_\T0.9\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\120p\Traffic5\Traffic5-Mask.mp4,0.9455,0.0376,0.991,0.9063,0.0006,0.9037,25
120p,Traffic5,K4,A0.1_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.1_\T0.5\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\120p\Traffic5\Traffic5-Mask.mp4,0.859,0.0478,0.9393,0.7682,0.0118,0.7848,25
120p,Traffic5,K4,A0.1_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.1_\T0.5\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\120p\Traffic5\Traffic5-Mask.mp4,0.9099,0.0411,0.9704,0.8309,0.0054,0.8327,25
120p,Traffic5,K4,A0.1_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.1_\T0.5\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\120p\Traffic5\Traffic5-Mask.mp4,0.9214,0.042,0.9827,0.8892,0.0056,0.8984,25
120p,Traffic5,K4,A0.1_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.1_\T0.7\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\120p\Traffic5\Traffic5-Mask.mp4,0.9039,0.0351,0.9529,0.8066,0.0018,0.7968,25
120p,Traffic5,K4,A0.1_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.1_\T0.7\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\120p\Traffic5\Traffic5-Mask.mp4,0.9348,0.0367,0.976,0.8519,0.0016,0.8387,25
120p,Traffic5,K4,A0.1_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.1_\T0.7\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\120p\Traffic5\Traffic5-Mask.mp4,0.9465,0.0375,0.991,0.9122,0.0008,0.904,25
120p,Traffic5,K4,A0.1_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.1_\T0.9\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\120p\Traffic5\Traffic5-Mask.mp4,0.9178,0.0356,0.9629,0.8194,0.0018,0.8109,25
120p,Traffic5,K4,A0.1_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.1_\T0.9\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\120p\Traffic5\Traffic5-Mask.mp4,0.9407,0.0371,0.9812,0.857,0.0016,0.8443,25
120p,Traffic5,K4,A0.1_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\120p\Traffic5\K4\A0.1_\T0.9\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\120p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\120p\Traffic5\Traffic5-Mask.mp4,0.9522,0.0379,0.9928,0.9175,0.0007,0.9125,25
240p,Traffic5,K2,A0.001_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic5\K2\A0.001_\T0.5\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic5\Traffic5-Mask.mp4,0.6429,0.0279,0.5938,0.6835,0.0077,0.6513,25
240p,Traffic5,K2,A0.001_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic5\K2\A0.001_\T0.5\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic5\Traffic5-Mask.mp4,0.7002,0.0287,0.6616,0.7397,0.0051,0.7272,25
240p,Traffic5,K2,A0.001_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic5\K2\A0.001_\T0.5\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic5\Traffic5-Mask.mp4,0.7011,0.029,0.6609,0.7385,0.005,0.7329,25
240p,Traffic5,K2,A0.001_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic5\K2\A0.001_\T0.7\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic5\Traffic5-Mask.mp4,0.7083,0.033,0.8126,0.7142,0.0072,0.737,25
240p,Traffic5,K2,A0.001_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic5\K2\A0.001_\T0.7\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic5\Traffic5-Mask.mp4,0.7513,0.0323,0.84,0.7555,0.0046,0.7655,25
240p,Traffic5,K2,A0.001_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic5\K2\A0.001_\T0.7\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic5\Traffic5-Mask.mp4,0.7522,0.0324,0.8448,0.7538,0.0046,0.7636,25
240p,Traffic5,K2,A0.001_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic5\K2\A0.001_\T0.9\M3\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic5\Traffic5-Mask.mp4,0.7817,0.0324,0.8515,0.7537,0.0048,0.7581,25
240p,Traffic5,K2,A0.001_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic5\K2\A0.001_\T0.9\M4\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic5\Traffic5-Mask.mp4,0.8131,0.0323,0.8703,0.7836,0.0033,0.7772,25
240p,Traffic5,K2,A0.001_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic5\K2\A0.001_\T0.9\M5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic5\Traffic5-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic5\Traffic5-Mask.mp4,0.814,0.0323,0.8699,0.7823,0.0034,0.7761,25
